"abstracts","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"Snow skiing for the physically disabled. The sport of snow skiing by the physically disabled, which originated in Europe in 1935 and first received attention in the United States in the 1940s, is reviewed in terms of opportunities available, instructions, adaptive equipment necessary, and benefits provided. Persons with a wide variety of disabilities (such as cerebral palsy, multiple sclerosis, spinal cord injury, hemiplegia, amputation, blindness, spina bifida, and muscular dystrophy) can participate. Accordingly, a wide range of adaptive equipment is available--including outrigger skis, flip-skis, canting wedges, ski bras, ""toe spreaders,"" sit-skis, and mono-skis--to allow safe enjoyment of the sport. Programs for instruction of the disabled skier are increasing in number and popularity, and numerous opportunities are available to enter competitive events sponsored by National Handicapped Sports. Both the participants and the instructors relate the numerous physical and psychologic benefits that can be derived from skiing; the sport provides an almost universal enjoyment of the sense of freedom and independence. Snow skiing is an enjoyable, beneficial, outdoor cold-weather activity that the disabled population can safely learn with proper instruction.",182,"1","2024-04-24T21:00:13.289867Z",178,11.669,"5","2024-04-24T21:00:13.289867Z"
"Warner-Lambert/Parke-Davis Award lecture. Pathobiology of the intestinal epithelial barrier. The major route of passive permeation across intestinal epithelia is paracellular. The intercellular tight junction lies in and serves as the rate-limiting barrier in this paracellular pathway. Once viewed as static, it is now clear that the structure and permeability of the tight junction is highly dynamic. Not only may inflammatory events (cytokines, neutrophil transmigration) reversibly effect the tight junction but this key barrier also is regulated by physiologic events such as activation of absorptive cell Na(+)-nutrient cotransporters. Such physiologic regulation of the junction is of major importance to the absorption of nutrients via parcellular solvent drag.",183,"1","2024-04-24T21:00:32.312462Z",179,17.897,"2","2024-04-24T21:00:32.312462Z"
"Intraperitoneal yttrium-90-labeled monoclonal antibody in ovarian cancer From March 1987 to March 1988, a phase I to II study was carried out in 25 patients with ovarian cancer. They received escalating doses of intraperitoneally (IP) administered yttrium-90 (Y-90)-labeled monoclonal antibody, HMFG1, against a tumor cell-surface antigen. Myelosuppression prevented an escalation of the administered Y-90 activity above 25 mCi. Y-90-labeled antibody was absorbed from the peritoneal cavity into the circulation. Maximum blood Y-90 activity was observed 40 hours after the IP injection with a mean of 21% of the injected activity (range, 14.2% to 26.4%) in the circulation. The radiation dose the bone marrow received from circulating Y-90-labeled antibody (the blood radiation dose) was calculated by applying the Medical Internal Radiation Dose (MIRD) formulation to the measured Y-90 activity in patients blood. Myelosuppression occurred following calculated blood radiation doses to bone marrow of only 10 to 30 cGy. The excessive myelosuppression following such modest radiation doses from circulating Y-90-labeled antibody could be explained by the uptake of Y-90 by bone. In an attempt to reduce bone absorption of Y-90, seven patients received an intravenous (IV) infusion of EDTA (Sinclair Pharmaceuticals Ltd, Godalming, United Kingdom). This increased the urinary excretion of Y-90 from a mean of 11.1% to 32.3% of the injected activity (P = .0001). Fourteen patients had assessable tumor at laparoscopy. Tumor regression was observed in one patient, and palliation of ascites in a further patient.",184,"1","2024-04-24T21:00:45.823620Z",180,12.182,"1","2024-04-24T21:00:45.823620Z"
"Total left main coronary artery occlusion after aortic aneurysm repair and valve replacement. A 38-year-old woman with complete occlusion of the left main coronary artery secondary to cannulation during aortic valve replacement is presented. The clinical course was characterized by progressive left ventricular dysfunction and congestive heart failure. Recognition of this potential problem when it occurs is important as to institute therapeutic measures which may interrupt a patient's progressive clinical deterioration.",185,"1","2024-04-24T21:00:56.855115Z",181,9.731,"4","2024-04-24T21:00:56.855115Z"
"Intraoperative fine needle aspiration cytology of pancreatic lesions. The aim of the present study was to demonstrate the practicality of intraoperative fine needle aspiration (FNA) cytology of pancreatic lesions in 43 patients. The indication for performing this procedure was to determine the nature of pancreatic masses. Conclusive cytologic diagnoses were reached in 41 patients who represent the present study. On the basis of histologic findings in 30 cases (73.2%) and on clinical findings in 11 cases (26.8%), a final diagnosis of malignant pancreatic disease (MPD) was established in 31 and of benign pancreatic disease (BPD) in 10 patients. Among the 31 cases with MPD, the cytologic diagnosis was correct in 30 patients and falsely negative in one patient. Among 10 patients with BPD, all the cytologic finding were reported as benign. The sensitivity and specificity and positive and negative predictive values for cytologic findings were 96.8%, 100%, 100%, and 90.9%, respectively. The diagnostic accuracy of FNA cytology was 97.6%. No complications followed the procedure. We conclude that intraoperative FNA cytology of pancreatic lesions is a simple, safe, highly sensitive, and specific tool in differentiating benign from malignant pancreatic lesions. This procedure should be carried out in any patient with pancreatic mass incidentally found at laparotomy or in a patient undergoing surgery because of suspected nonmetastasizing MPD in whom repeated imaging guided FNA failed to demonstrate malignancy.",186,"1","2024-04-24T21:01:20.106205Z",182,20.793,"2","2024-04-24T21:01:20.106205Z"
"Severe tricuspid regurgitation after mitral valve repair: diagnosis by intraoperative transesophageal echocardiography. Transesophageal echocardiography facilitates the evaluation of valvular repair in the operating room. The functional valvular morphology and degree of valvular regurgitation can be assessed before and after repair. This technique can also identify unsuspected findings--in this case, severe tricuspid regurgitation complicating cardiopulmonary bypass. We report a previously undescribed cause of traumatic tricuspid regurgitation.",187,"1","2024-04-24T21:01:36.094350Z",183,14.313,"4","2024-04-24T21:01:36.094350Z"
"Effects of a multidisciplinary management program on neurologically impaired patients with dysphagia. Dysphagia is a major problem in patients with neurologic disorders. Aspiration pneumonia and impaired nutritional status are consequences of dysphagia that result in high morbidity and mortality rates. Assessment and treatment of the dysphagic patient by a multidisciplinary team have been advocated but to date the effects of such an approach have not been demonstrated quantitatively. This prospective study was conducted to determine if a dysphagia program would improve patients' caloric intake and body weight, decrease the instances of aspiration pneumonia, or improve patients' feeding ability. Patients were referred from a 26 bed neurology/neurosurgery unit. A time series design was utilized. The control group consisted of 15 patients (mean age = 46.1 years), managed according to the existing ward routine. Subsequently, nursing staff attended a dysphagia training program. Following this, the treated group of 16 patients, (mean age = 49.3 years) was assessed by the dysphagia team, using bedside and videofluoroscopic examinations to determine the specific swallowing disorder. An individualized treatment program was designed for each patient. The groups were compared on the basis of deviation from their baseline weight, deviation from ideal energy intake, and the incidence of aspiration pneumonia. Statistical analysis revealed that the groups were comparable in age, number of days on the study, and Glasgow Coma Scale score; and that a significant weight gain and increase in caloric intake occurred in the treated group. No incidence of aspiration pneumonia was reported in either group. We speculate that this may have been influenced by the meticulousness of the care delivered in an acute unit as well as greater attention to prevention given in both groups.",188,"1","2024-04-24T21:01:50.249758Z",184,12.737,"3","2024-04-24T21:01:50.249758Z"
"Treatment of Wegener's granulomatosis with intermittent high-dose intravenous cyclophosphamide PURPOSE: Concerns regarding the long-term toxicity of daily cyclophosphamide (CP) therapy for the systemic vasculitides have led us to evaluate alternative approaches to treatment in an attempt to achieve comparable efficacy with less toxicity. This study sought to determine the efficacy, toxicity, and immunologic effects of glucocorticoids (GC) and intermittent high-dose intravenous CP (""pulse"" CP) in the treatment of 14 patients with Wegener's granulomatosis (WG). PATIENTS AND METHODS: The diagnosis of active WG was supported by a typical clinical presentation and histopathologic findings of vasculitis, granulomatous inflammation, and tissue necrosis. GC treatment was initially provided on a daily basis and later tapered to an alternate-day schedule if vasculitis remained inactive. Pulse CP treatment was initially administered once a month for 6 months. If after 6 months remission had been attained and GC therapy had been discontinued, then pulse CP treatment was given at less frequent intervals thereafter. Treatment and evaluation were provided for participants as inpatients in a clinical research center (National Institutes of Health). RESULTS: Thirteen of 14 patients (93%) initially experienced unequivocal improvement with pulse CP therapy, and seven of 14 (50%) achieved remission within 4 months. However, treatment was associated with significant toxicity in two patients and later relapses in nine patients, so that a total of 79% either failed to achieve sustained remission or were unable to continue therapy. Three of 14 (21%) patients have achieved sustained remissions with the pulse CP protocol and one additional patient (who had a limited exacerbation of WG) continues to receive that therapy after 14 to 22 months (mean 17 months). CONCLUSIONS: The use of pulse CP and GC therapy in 14 patients with WG was associated with a high initial response rate. However, failure to respond initially to treatment, to sustain improvement, or to tolerate continued treatment was noted in 79% of patients within a period of 1 to 22 months. These observations indicate that this particular pulse CP protocol does not achieve a high degree of lasting efficacy.",189,"1","2024-04-24T21:02:02.390862Z",185,11.004,"1","2024-04-24T21:02:02.390862Z"
"Mechanism of early ischemic contractile failure. Inexcitability, metabolite accumulation, or vascular collapse? The basis of early ischemic contractile failure was investigated in perfused ferret hearts at 27 degrees C. Isovolumic left ventricular developed pressure fell by more than 50% within 30 seconds of the onset of total global ischemia and reached zero by 5 minutes. Monophasic action potential recordings revealed no decrease in excitability during this period. Phosphorus nuclear magnetic resonance spectra obtained at 30-second resolution showed no significant changes in inorganic phosphate or phosphocreatine during the first 30 seconds of ischemia. Intracellular pH (pHi) and ATP changed even more slowly; therefore, none of these metabolites could account for the rapid fall in force. To gauge the contribution of intravascular pressure, we compared ordinary aortic flow occlusion with tissue-level ischemia induced by massive coronary microembolization at the level of the precapillary arterioles. Functional depression developed significantly more slowly in the microembolized hearts, despite accumulation of inorganic phosphate and protons comparable with that in ordinary ischemia. After microembolization, the time course of functional depression reflected much more closely the concomitant inorganic phosphate and pHi changes. Thus, our results provide novel evidence supporting the importance of vascular collapse in the mechanism of early ischemic contractile failure.",190,"1","2024-04-24T21:03:27.466501Z",186,83.849,"4","2024-04-24T21:03:27.466501Z"
"Quantification of rate of coronary artery disease progression by a new method of angiographic analysis. To assess the rate and variability of atherostenosis progression in patients with coronary artery disease at baseline angiography, we used a simplified quantitative method of analysis to study single angiograms in 54 patients and paired angiograms in 29 patients. All discrete lesions were identified, then traced and digitized to determine lumen diameter (LD), and summed to give the total LD; the differences in LD for paired angiograms were summed to give total stenosis change (TSC). The following results were obtained: Correlation between LD measured by our method and LD determined by the Brown/Dodge method was excellent (r = 0.99, N = 54). There also was a high correlation between interobserver (r = 0.98, N = 54) and intraobserver (r = 0.99, N = 54) findings. Short-term TSC (N = 9, angiograms paired at less than 1 week) was negligible (0.03 +/- 0.38 mm). Long-term (N = 20, angiograms paired at 0.6 to 4.3 years) total LD differed significantly from baseline total LD (4.1 +/- 2.5 mm vs 6.0 +/- 3 mm; p less than 0.001), and TSC (2.0 +/- 1.3 mm) in long-term patients differed significantly from TSC in short-term patients (p less than 0.001). These results show that true coronary disease progression occurring over 1 to 4 years can be distinguished from intraobserver, interobserver, and interstudy variability by means of a simplified method and provide approximate rates and variability of progression. These results will be useful for power calculations in therapeutic trials aimed at slowing progression. Further prospective studies with the use of this method appear indicated.",191,"1","2024-04-24T21:03:37.503216Z",187,8.81,"4","2024-04-24T21:03:37.503216Z"
"Follow-up recatheterization after balloon aortic valvuloplasty. Mansfield Scientific Aortic Valvuloplasty Registry Investigators. The results of recatheterization were assessed in a select group of 95 patients enrolled in the Mansfield Scientific Aortic Valvuloplasty Registry to determine whether any procedural or patient-related variables at baseline predicted either initial immediate or follow-up (6.2 +/- 3.3 months) results. At the follow-up catheterization, 39 (41%) of the patients were in improved condition and 56 patients (59%) had recurrence of symptoms, allowing for analysis of the effect of the procedure in two symptomatic patient subsets. In the total group the aortic valve area increased initially from 0.56 +/- 0.16 to 0.87 +/- 0.27 cm2 but partial return to the baseline valve area was evident at follow-up (0.63 +/- 0.25 cm2). Similarly, the mean aortic gradient initially decreased from 72 +/- 30 to 35 +/- 16 mm Hg but then increased to 55 +/- 25 mm Hg at follow-up. Neither the initial nor the late hemodynamic results appeared affected by any definable procedural variable at the time of valvuloplasty, including the maximal diameter of balloons, number of balloons simultaneously used, mean inflation time or total number of inflations. Such technical concerns also did not seem to affect short- or long-term outcome. Similarly, no baseline hemodynamic variable clearly separated those who became increasingly symptomatic from those whose condition was improved at the 6 month interval. At recatheterization, a reduction in the aortic valve area toward baseline was observed in 24 (62%) of the 39 improved patients and in 45 (80%) of the 56 who were symptomatic.",192,"1","2024-04-24T21:03:48.949235Z",188,10.431,"4","2024-04-24T21:03:48.949235Z"
"Hyaluronan in pleural effusions and in serum. It has been suggested that a high level of hyaluronan (hyaluronic acid, HYA) in pleural fluid is an indicator of malignant mesothelioma. In 78 consecutive patients with pleural effusion of various causes the HYA concentration was measured in pleural fluid samples and in serum. Nine patients had malignant pleural mesothelioma, and in three of them the HYA level in pleural fluid was 100 mg/l or more. In 42 patients with effusions due to metastatic malignancy, the mean HYA in the pleural fluid was 75 mg/l, and in five the HYA level was above 100 mg/l. Cardiac insufficiency caused the effusion in 11 patients, of whom two had a level above 100 mg/l in pleural fluid. Four patients had a serologically confirmed viral infection and had HYA levels in pleural fluid of 8, 157, 335, and 554 mg/l, respectively. One patient had postinfectious effusion with an HYA level in pleural exudate of 748 mg/l, the highest in this investigation. Two patients had benign asbestos pleural effusions, and both had high pleural HYA levels (256 and 490 mg/l, respectively). The serum HYA values were much lower than in the pleural fluid, namely from 15 to 480 micrograms/l; the levels were independent of the levels in the pleural fluid. Thus, a high level of HYA in pleural fluid is not specific for mesothelioma but can occur in other malignant or benign diseases, and a low level does not exclude mesothelioma.",193,"1","2024-04-24T21:04:16.032179Z",189,26.007,"1","2024-04-24T21:04:16.032179Z"
"Rapid, nonradioactive detection of clonal T-cell receptor gene rearrangements in lymphoid neoplasms. Southern blot hybridization analysis of clonal antigen receptor gene rearrangements has proved to be a valuable adjunct to conventional methods for diagnosing lymphoid neoplasia. However, Southern blot analysis suffers from a number of technical disadvantages, including the time necessary to obtain results, the use of radioactivity, and the susceptibility of the method to various artifacts. We have investigated an alternative approach for assessing the clonality of antigen receptor gene rearrangements in lymphoid tissue biopsy specimens. This approach involves the amplification of rearranged gamma T-cell receptor genes by the polymerase chain reaction and analysis of the polymerase chain reaction products by denaturing gradient gel electrophoresis. By use of this approach, clonal rearrangements from neoplastic lymphocytes constituting as little as 0.1-1% of the total cells in the tissue are detected as discrete bands in the denaturing gel after the gel is stained with ethidium bromide and viewed under ultraviolet light. In contrast, polyclonal rearrangements from reactive lymphocytes appear as a diffuse smear along the length of the gel. Our findings suggest that polymerase chain reaction combined with denaturing gradient gel electrophoresis may offer a rapid, nonradioactive, and sensitive alternative to Southern blot analysis for the diagnostic evaluation of lymphoid tissue biopsy specimens.",194,"1","2024-04-24T21:04:31.975234Z",190,9.512,"1","2024-04-24T21:04:31.975234Z"
"Oxygen-exacerbated bleomycin pulmonary toxicity Bleomycin is an antineoplastic agent with potential for producing pulmonary toxicity, attributed in part to its free radical-promoting ability. Clinical and research experiences have suggested that the risk of bleomycin-induced pulmonary injury is increased with the administration of oxygen. We report a case in which the intraoperative administration of oxygen in the setting of previous bleomycin therapy contributed to postoperative ventilatory failure. Our patient recovered with corticosteroid therapy. Physician awareness of a potential interaction between oxygen and bleomycin may help reduce the morbidity and mortality related to bleomycin therapy.",195,"1","2024-04-24T21:05:09.536932Z",191,36.539,"5","2024-04-24T21:05:09.536932Z"
"Critical analysis of neoadjuvant therapy for Stage IIIa non-small cell lung cancer [corrected] [published erratum appears in Am Rev Respir Dis 1991 Jun;143(6):1473] Lung cancer is the major cause of cancer mortality. Locally advanced (Stage III) disease constitutes 30 to 40% of the entire group of non-small cell lung cancer (NSCLC). Surgical resection offers the best opportunity for cure, but resection of disease is possible in only a minority of patients with Stage IIIa disease. Even among patients who have ""successful"" surgery systemic relapse is common, and the 5-yr survival after complete resection is only 30%. Preoperative (neoadjuvant) chemotherapy is under investigation in an attempt to improve the bleak outcome of patients with Stage IIIa NSCLC. Preliminary trials have shown that this approach is feasible: neoadjuvant treatment can be administered with moderate toxicity and in most cases without compromising the possibility for surgical resection. In some instances, neoadjuvant treatment has produced pathologic complete responses, and in others it has decreased tumor bulk so that inoperable patients became surgical candidates. Whether this latter phenomenon has an impact on survival is unknown. Therefore, the role of neoadjuvant treatment for locally advanced lung cancer will not be known until properly designed randomized trials are conducted.",196,"1","2024-04-24T21:05:24.789994Z",192,13.167,"1","2024-04-24T21:05:24.789994Z"
"Pulmonary-renal syndrome with ""triad"" involvement due to small vessel vasculitis. We describe the clinical course and morphologic findings of a 22-year-old woman presenting with a systemic disease that included nasal ulceration, hemoptysis and rapidly progressive renal failure. Biopsies of nasal septum and lung revealed small vessel leukocytoclastic angiitis while renal biopsy showed a diffuse crescentic glomerulonephritis. Immunosuppressive therapy resulted in remission of clinical symptoms and resolution of glomerulonephritis as documented in a followup biopsy. Although her clinical presentation with triad organ involvement strongly suggested Wegener's granulomatosis, this case illustrates that other varieties of vasculitis may mimic Wegener's granulomatosis.",197,"1","2024-04-24T21:05:59.216171Z",193,21.37,"5","2024-04-24T21:05:59.216171Z"
"Transesophageal echocardiography during percutaneous balloon mitral valvuloplasty. To ascertain the value of transesophageal echocardiography during percutaneous balloon mitral valvuloplasty, the present study was undertaken in 26 anesthesized patients (21 women and 5 men; mean age, 47 years) with symptomatic rheumatic mitral valve stenosis. In all but one patient the balloon dilation of the mitral valve was successful and Doppler-derived valve area increased (0.9 +/- 0.3 to 1.9 +/- 0.4 cm2). Transesophageal echocardiography provides continuous monitoring, as well as guidance of the procedure. Crossing the arterial septum, as well as delivery of the sheath through the mitral valve orifice and correct positioning of the balloon, was highly facilitated and reduced x-ray exposure time. The degree of mitral regurgitation and the presence of interatrial shunting at the end of the procedure could be readily assessed, making cineangiography not necessary. Complications of the procedure, such as pericardial effusion, could be detected before hemodynamic deterioration had occurred (one patient). The advantages of transesophageal echocardiography for routine monitoring of percutaneous mitral valvuloplasty, however, should be weighted against the added risk and expense of this support.",198,"1","2024-04-24T21:06:13.366330Z",194,13.022,"4","2024-04-24T21:06:13.366330Z"
"Albumin absorption and protein secretion by the gallbladder in man and in the pig. To study albumin absorption by the gallbladder in man, an in vitro model was first established in the pig and compared with in vivo function in the same species. Water and electrolyte transport and 125I-albumin absorption and protein secretion in vivo and in vitro were compared. Then similar in vitro studies were performed on human gallbladders obtained at surgery. The in vivo study in the pig was performed without disturbing the gallbladder except to tie a cannula in the cystic duct end. The in vitro model was identical in the pig and human gallbladders. Gallbladders were excised using a technique causing minimal injury and anoxia. They were oxygenated on both mucosal and serosal surfaces in a temperature-controlled environment. Luminal and external bath test solutions consisted of modified Ringers bicarbonate with added glucose; luminal solutions also contained 125I-albumin from different species, depending on the study. Active absorption of sodium and water occurred in both types of studies in the pig but in vivo absorption rates were considerably greater than in vitro rates. Albumin absorption in vivo was substantial; although present in vitro, the absorption of albumin was diminished relatively more than electrolyte transport rates. Protein secretion rates into the gallbladder were similar in vitro and in vivo. The results of studies in the human gallbladders in vitro were similar to the pig, except albumin absorption was greater. Some human gallbladders were obtained from control patients and some from patients with cholesterol gallstones. There were no significant differences between the two groups for any of the variables studied; however, the numbers were small and some control gallbladders were not normal gallbladders.",199,"1","2024-04-24T21:06:27.494802Z",195,12.992,"2","2024-04-24T21:06:27.494802Z"
"Direct measurement of skeletal muscle fatigue in patients with chronic heart failure. Skeletal muscle function was measured as force production and fatigue in both the quadriceps (a large locomotive muscle) and adductor pollicis (a small intrinsic hand muscle) in five healthy volunteers, five patients with mild chronic heart failure, and five patients with severe chronic heart failure. The quadriceps of patients with chronic heart failure had a reduced muscle cross sectional area, a reduced maximum isometric force production, and an increased tendency to fatigue. Isometric force production and fatigue of the adductor pollicis, however, were not significantly different between the three groups under control conditions. But during circulatory occlusion fatigue in the adductor pollicis increased more in the patients with severe chronic heart failure. These differing findings in quadriceps and adductor pollicis suggest that skeletal muscle atrophy and reduced isometric force production are not a necessary consequence of chronic heart failure per se, because they were only present in the large locomotive muscle. The normal values for muscle fatigue observed in adductor pollicis in patients with chronic heart failure imply that skeletal muscle blood flow must increase normally during muscle activation when only a small muscle mass is used. These results are not compatible with the concept of a generalised impairment of normal vasodilatation within active skeletal muscle. In contrast, activation of a large muscle, such as quadriceps, results in the rapid onset of fatigue in patients with severe chronic heart failure. This fatigue may be related to the inability of the cardiovascular system to provide the required blood flow for the activation of a large muscle mass.",200,"1","2024-04-24T21:06:44.793678Z",196,15.72,"4","2024-04-24T21:06:44.793678Z"
"Micromotion of cemented and uncemented femoral components. We evaluated the initial stability of cemented and uncemented femoral components within the femoral canals of cadaver femurs during simulated single limb stance and stair climbing. Both types were very stable in simulated single limb stance (maximum micromotion of 42 microns for cemented and 30 microns for uncemented components). However, in simulated stair climbing, the cemented components were much more stable than the uncemented components (76 microns as against 280 microns). There was also greater variation in the stability of uncemented components in simulated stair climbing, with two of the seven components moving 200 microns or more. Future implant designs should aim to improve the initial stability of cementless femoral components under torsional loads; this should improve the chances of bony ingrowth.",201,"1","2024-04-24T21:07:06.554949Z",197,16.03,"5","2024-04-24T21:07:06.554949Z"
"Effect of hydrocele on testis and spermatogenesis. One hundred and twenty cases of big unilateral hydrocele of the tunica vaginalis testis have been studied to ascertain the effect on the structure and function of the testis, taking the normal side as control. There was no pressure effect from the hydrocele on the structure of the testis in 70 per cent, a flattening of testis in 22 per cent, and atrophy of testis in 8 per cent of cases. There was partial arrest of spermatogenesis in 10 per cent and total arrest of spermatogenesis in 8 per cent of cases. The remaining 82 per cent showed normal spermatogenesis.",202,"1","2024-04-24T21:07:14.491474Z",198,6.16,"5","2024-04-24T21:07:14.491474Z"
"Effects of tracheal irritation and hypercapnia on tracheal smooth muscle in humans. Both hypercapnia and tracheal irritation are known to constrict the airways in animals. To see whether similar responses occur in humans, we investigated tracheal smooth muscle (TSM) responses to hypercapnia and tracheal irritation with water in 14 paralyzed and anesthetized humans. TSM tone was monitored by measuring the pressure in the saline-filled cuff of the endotracheal tube. Although, tracheal irritation caused TSM constriction in 10 of 14 patients, 4 patients showed no TSM response. Administration of intravenous atropine attenuated the TSM constriction response. Hypercapnia did not cause any change in TSM tone in any of the 14 patients. These results indicate that in paralyzed and anesthetized humans, there exist interindividual differences in the TSM responses to tracheal irritation and that hypercapnia cannot be an effective stimulus for the TSM constriction.",203,"1","2024-04-24T21:07:25.457632Z",199,9.783,"5","2024-04-24T21:07:25.457632Z"
"Proximal gastric vagotomy in the emergency treatment of bleeding duodenal ulcer. Proximal gastric vagotomy for bleeding duodenal ulcer was performed in 52 low-risk patients between 1973 and 1986. Duodenotomy without violation of the pylorus was done in all patients to allow inspection and control of the bleeding site. The median duration of operation was 3 hours and 20 minutes, although 25% of the procedures required 4 or more hours. There was no postoperative mortality and no early reoperations. Among the six patients with postoperative complications, one rebled from the ulcer and two developed prolonged gastric atony. At the time of follow-up (median, 2.9 years), 48 of the patients were alive and 4 had died of non-ulcer causes. No patient had significant postvagotomy sequelae. Ulcer recurrence was documented in six patients, and three required reoperation. Proximal gastric vagotomy is a safe, effective therapy for bleeding duodenal ulcer. Because of the length of the operation, it should be restricted to low-risk patients who are hemodynamically stable at the time of operation.",204,"1","2024-04-24T21:08:06.572144Z",200,8.091,"2","2024-04-24T21:08:06.572144Z"
"Spontaneous infarction of placental chorioangioma and associated regression of hydrops fetalis. We report a case of a large chorioangioma diagnosed prenatally with concomitant meconium peritonitis and hydrops fetalis in the second trimester. Spontaneous regression of the tumor occurred, associated with some resolution of the fetal hydrops and delivery near term with good neonatal outcome.",205,"1","2024-04-24T21:08:20.215175Z",201,12.427,"5","2024-04-24T21:08:20.215175Z"
"Benign parotid tumors: a 24-year experience. The medical records of 125 patients benign parotid neoplasms surgically treated over a 24-year period were retrospectively reviewed; 128 tumors were excised. These included 90 pleomorphic adenomas, 33 Warthin's tumors, 3 benign lymphoepitheliomas, and 2 oncocytomas. The surgical procedures consisted of 2 local excisions, 6 enucleations, 88 superficial parotidectomies, 13 subtotal parotidectomies, and 3 radical parotidectomies. The morbidity rate was 49%. There was one total permanent facial nerve paralysis (0.7%), four (3%) partial permanent facial nerve paralysis, five (5%) transient total facial nerve paralysis, and 32 (25%) partial transient facial nerve paralysis. After a median follow-up of 84 months, there was one recurrence (0.7%). A superficial parotidectomy is the minimum procedure that should be performed for the treatment of a benign parotid neoplasm.",206,"1","2024-04-24T21:08:26.984712Z",202,5.72,"1","2024-04-24T21:08:26.984712Z"
"Familial autosomal recessive rigid spine syndrome with neurogenic facio-scapulo-peroneal muscle atrophy. Two sisters and a first cousin presented with rigid spine and facio-scapulo-peroneal muscle atrophy. The patients belonged to a family with two first-cousin marriages. Electromyography, muscle and nerve biopsy showed neurogenic muscle atrophy without peripheral nerve involvement. Follow up did not show progression of the disease. This is the first observation of an association of neurogenic facio-scapulo-peroneal and rigid spine syndrome. The double first-cousin marriage suggests autosomal recessive inheritance.",207,"1","2024-04-24T21:08:49.597759Z",203,21.542,"5","2024-04-24T21:08:49.597759Z"
"Results of treatment of persistent hyperplastic primary vitreous. The records of 48 patients with persistent hyperplastic primary vitreous (PHPV) were reviewed. Approximately 17% had vision of 20/100 or better after surgery, contact lens fitting, and amblyopia therapy. Only eyes with a purely anterior presentation had successful visual outcomes. Lensectomy alone prevented glaucoma, but a membranectomy as well was required to ensure a successful visual result. Eyes with a posterior PHPV had poor visual results because of posterior pole abnormalities. I recommend that an attempt be made to visually salvage eyes with an anterior presentation. Eyes with a posterior or a combination anterior-posterior PHPV can be successfully treated for glaucoma, but the visual results will be poor.",208,"1","2024-04-24T21:09:03.879200Z",204,13.195,"5","2024-04-24T21:09:03.879200Z"
"Endocarditis in the 80s in a general hospital in Auckland, New Zealand. The clinical and investigative features of 102 episodes of infective endocarditis were analysed retrospectively. The most frequent presenting symptoms (malaise, fever, sweats, myalgia, weight loss) were non-specific. Fever, cardiac murmur, tachycardia, vascular phenomena and a change in mental state were the most common physical signs at admission. Anaemia was present in half the episodes and renal and liver dysfunction in about one-third. Streptococci (61) and staphylococci (31) were the causative organisms in all but 10 episodes. The commonest predisposing factors were underlying cardiac disease (52 per cent) and a preceding focus of infection (14.6 per cent). Left ventricular failure (33 per cent) and focal neurological disease (29 per cent) occurred frequently. Valvular surgery was performed in 20 episodes, with two in-hospital deaths. Overall hospital mortality was 27.5 per cent and death was most commonly neurological (11/28). A higher mortality was associated with elevated total white blood count, microscopic haematuria, renal or liver dysfunction at admission, S. aureus endocarditis, the development of left ventricular failure or focal neurological disease, age greater than or equal to 60 years and persistence of fever after one week of antibiotic therapy. The absence of both renal dysfunction at admission and subsequent microscopic haematuria identified a group with a very low hospital mortality (4.7 per cent). The three-year mortality of the entire group was 43.5 per cent.",209,"1","2024-04-24T21:09:15.389668Z",205,8.91,"4","2024-04-24T21:09:15.389668Z"
"Whither short-course chemotherapy for tuberculous meningitis? Short-course chemotherapy is well established for the treatment of pulmonary tuberculosis but not for extrapulmonary disease. We present a series of 35 cases in which chemotherapy for tuberculous meningitis was given for a period of less than 2 years. Short-term therapy was associated with recrudescence of tuberculous meningitis and, in some cases, with the development of deep cerebral infarcts and permanent neurological deficits. We think short-term chemotherapy for tuberculosis of the central nervous system is inadequate.",210,"1","2024-04-24T21:09:35.105106Z",206,18.595,"5","2024-04-24T21:09:35.105106Z"
"Parental age in sporadic hereditary retinoblastoma. Of 104 children with sporadic hereditary retinoblastoma born between 1945 and 1970, we studied the age of their parents at the birth and compared this age with the mean age of parents at the birth of their children during the same period in The Netherlands. The mean age of fathers at the birth of their children with sporadic hereditary retinoblastoma (33.7 years) was significantly higher than the mean age of fathers at the birth of their children in the general population (32.5 years) (P less than .05, one sided). Similarly, the mean age of mothers at the birth of their children with sporadic hereditary retinoblastoma (31.2 years) was significantly higher than the mean age of mothers at the birth of their children in the general population (29.5 years) (P less than .05, one sided). We further analyzed this parental age factor by measuring the relative risk of age groups and comparing the incidence of sporadic hereditary retinoblastoma in the various parental age groups with the incidence of sporadic hereditary retinoblastoma in the total population. Mothers 35 years of age or older had a relative risk of 1.7 to have a child with sporadic hereditary retinoblastoma compared with mothers in the population in general (P = .006, one sided). Similarly, fathers 50 years of age or older had a relative risk of 5.0 to have a child with sporadic hereditary retinoblastoma compared with fathers in the population in general (P = .04, one sided). No parental age effect was found in children with nonhereditary retinoblastoma. We conclude that a high paternal and a high maternal age are significant risk factors for sporadic hereditary retinoblastoma.",211,"1","2024-04-24T21:09:48.777264Z",207,12.105,"1","2024-04-24T21:09:48.777264Z"
